name,modrinth,curseforge,description
,1eQI3hb5,403272,移除屏幕四角暗角效果（包含红色世界边界染色）
,LukwUauE,1064711,Better 3D Beds材质包显著提升游戏中床铺的视觉效果，通过新3D模型实现更真实细腻的呈现
,upxmhLsL,884697,僵尸重制材质包，新增多种变体！
,zUfkXkv1,892146,给村民配备雨伞！
,3sV1gvyJ,1087342,全面革新Minecraft GUI图形界面，为单调灰框注入多样魅力
,2OXong6G,886791,发光鞘翅材质包：10种颜色与10种纹饰，仅需重命名即可获得发光效果（支持1.16+）
,UdM7EYgj,915945,发光矿石
,eIP3d9ve,1127159,将猫咪外观变为可爱猫娘形象
,DElGZnv9,990553,为Stay True材质包添加矿石自发光纹理
,W9BuhONg,687721,圆形的太阳
,d2srP5t3,921255,苦力怕重制材质包，新增多种变体！
,8cIUYFmo,746479,阻止凋灵抖动
,Go0Wa8T9,1064227,半透明UI界面，打造更现代简约的Minecraft风格
,22ryUPeh,861287,优化Cobblemon在雪地的表现，不再陷入细雪或受伤
,gfiYlQU0,860898,Cobblemon风格的GUI纹理与音效
,OaWx51mi,1068292,将普通肉食饥饿值图标替换为金胡萝卜（忠实还原游戏内金胡萝卜纹理，兼容AppleSkin）
,7Rq0ipFz,573998,移除Icons材质包的烦人Logo
,9E0mswEP,679026,Biomes o' Plenty模组材质翻新！
